marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
MIZUNO,Tênis Masculino Esportivo Pro 9 Wave Preto Corrida Passeios,,,269,,3.8,(36),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,28
,Tênis Bota Botinha Academia Treino Crossfit Luta Musculação,,,89,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,29
MIZUNO,Tênis Mizuno Wave Creation 20 Academia,,,229,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,30
OLYMPIKUS,Tênis Olympikus Diffuse 4 Unissex,,,169,99,4.7,(49),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,31
,Tênis Okley Na Promoção Bravo 2.0 Resistente Confortável,,,99,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,32
TITANIUM,Tênis Pro 8 Wave Unissex Refletivo Novo Urbano Esporte ,,,499,39,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,33
FILA,Tênis Fila Float Maxxi 2 Pro - Original + Nota Fiscal,,,759,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,34
MIZUNO,Tênis Masc Mizun Pro X 10,,,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,35
,Tenis Masculino Confortável Com Amortecimento 12 Molas,,,74,90,3.9,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,36
,Tênis Para Corrida Olimpikus Veloz Caminhada Crossfit,99,90,94,90,4.3,(126),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,37
UNDER ARMOUR,Tênis De Corrida Unissex Under Armour Charged Quicker,,,399,99,4.9,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,38
MIZUNO,Combo 2 Tenis Unissex  34 Ao 44  Creation 20 Queima Estoque,398,99,239,40,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,39
,Tênis Pro 8 Wave Unissex Refletivo Esportivo Novo Caixa New,,,509,39,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,40
SKECHERS,Tênis Skechers D'lux Walker Scrambler,,,575,80,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,41
MIZUNO,Tênis Esportivo Wave Pro 7 Caminhada Academia Preto,,,269,,4.6,(10),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,42
OLYMPIKUS,Tênis Olympikus Voa 2 Verde Limão,,,273,85,4.7,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,43
,Tenis De Caminhada Com Amortecedor Ate Tamanho Grande,,,99,80,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,44
,Tênis Masculino Academia Caminhada Corrida Leve Confortável,49,99,47,49,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,45
,Tênis Masculino Academia Corrida Confort Super Leve Promoção,,,79,99,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,46
OLYMPIKUS,Olympikus Perfect 3 Masculino Adultos,,,219,,4.8,(264),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,47
MIZUNO,Tênis Amortecedores Funcionais Miz Flor De Lótus,,,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,48
OLYMPIKUS,Tenis Juvenil Infantil E Adulto Com Melhor Preço Envio 24h,119,99,103,55,4.4,(27),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,49
OLYMPIKUS,Tenis Masculino Olympikus Cyber 3,,,249,90,4.9,(79),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,50
NEW BALANCE,Tênis Masculino New Balance 247 Luxe Lançamento Leve Macio,333,33,139,99,4.6,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,51
,Tênis New Balance 997s Unissex Cinza-branco Lançamento 2023,,,209,90,3.8,(30),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,52
OUTROS,Tenis Infantil De Led Divertido Batman Relogio + Oculos,,,49,90,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,53
VIA LIVRE,Tênis Masculino Para Academia Corrido Caminhada Esportivo,,,119,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:38.842550-03:00,10,54
