marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
WM,Tenis Revelation Masculino Feminino Promoção Pronta Entrega,,,109,99,4.5,(151),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,25
ASCENSION,Tênis Masculino Para Academia Caminhada Corrida Cross ,,,109,,4.6,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,26
OLYMPIKUS,Olympikus Marte Masculino Adultos,,,157,,4.8,(321),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,27
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,,,169,90,4.6,(395),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,28
NEW BALANCE,New Balance 500 V2 Masculino Adultos,,,379,99,4.5,(55),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,29
,Tênis Refletivo 12 Molas Masculino & Feminino Amortecimento ,,,101,90,4.5,(91),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,30
,Tênis Esportivo Masculino Academia Corrida Lançamento Damand,,,69,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,31
BF SHOES,Tênis Branco Lançamento Original Confortável,92,63,68,55,4.6,(7738),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,32
OLYMPIKUS,Tênis Olympikus Diffuse 4 Preto E Dourado,,,200,85,4.7,(76),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,33
ADAPTION,Kit 2 Pares De Tenis Masculino Academia Limited + Relogio,,,131,42,4.4,(4223),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,34
MIZUNO,Mizuno Wave Vitality 4 Masculino Adultos,,,379,90,4.7,(191),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,35
,Tênis Chuky Linha Eco Nylon Espumado Ranclafe,,,159,90,4.9,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,36
OLDSEN,Tênis Lançamento Original Confortável Corrida Esportivo,,,63,90,5.0,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,37
,Tênis Masculino Corrida Caminhada Academia Macio Barato Top,51,90,49,30,4.4,(3972),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,38
,Tênis Esportivo Unissex Estilo Conforto Tamanho Especial,,,149,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,39
SKECHERS,Skechers Ultra Flex 2.0 Mirkon Masculino Adultos,,,379,90,4.8,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,40
SCHIARELI,Tênis Confortavel Esportivo Leve Macio Varias Cores,,,139,90,4.6,(74),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,41
,Kit Combo 2 Tenis Masculino Academia Caminhada Corrida Cesr,,,134,60,4.6,(533),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,42
ASICS,Asics Shinobi Masculino Adultos,,,388,90,4.8,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,43
MIZUNO,Mizuno Wave Falcon 5 Masculino Adultos,429,90,408,40,4.9,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,44
ADRUN,Tênis Esportivo Masculino Adrun Flex Go 9801m Preto,,,139,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,45
DM DAMANDO,Tenis Masculino Esportivo Academia Confortavel Crossfit Leve,,,82,90,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,46
,Tênis Esportivo Masculino Olimp Caminhada Academia Original,89,99,49,49,4.5,(553),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,47
LORENZZO LOPEZ,Tenis Masculino Caminha E Academia Super Leve Na Promoção,,,39,90,4.3,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,48
DM DAMANDO,Tênis Masculino Conforto Passeio/esporte + Relógio,,,77,90,4.3,(121),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,49
HOKA,Tênis Hoka Clifton 9 Masculino Cinza,,,1.299,,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,50
ON RUNNING,Tênis On Running The Roger Pro Masculino,,,1.249,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,51
DIX, Tênis Maculino Academia Promoção R-4200 - Kit 2 Pares,,,139,90,4.2,(639),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,52
,Tenis Academia Masculino Corrida Caminhada West Boot Wave 20,,,92,77,4.4,(15),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,53
MVP FITNESS,Tênis Mvp Para Crossfit - 3x3 All Black,379,,360,05,4.8,(138),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:12.852653-03:00,3,54
,Tênis Meia Masculino E Feminino Unicc Lançamento,,,81,90,4.7,(103),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,1
OLDSEN,Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,78,99,75,04,4.2,(130),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,2
VILI,Tênis Masculino Academia Caminhada Vili Barato Leve Corrida,,,109,49,4.5,(2524),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,3
SALOMON,Tênis Masculino Salomon Alphacross 5 Cinza Trail Running,,,789,89,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,4
,Kit 3 Pares Tênis Lançamento Mega Leve Olymp Masculino Macio,,,204,90,4.6,(122),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,5
OLYMPIKUS,Tenis Masculino Olympikus Cyber 4 Lançamento,,,259,90,4.9,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,6
POLO JOY,Tenis Confortável Academia Esporte Polo Joy,,,109,90,4.5,(99),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,7
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,,,74,96,4.6,(927),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,8
OLYMPIKUS,Tênis Olympikus Metro,,,209,90,5.0,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,9
,Tenis Esporte Academia Corrida Caminhada Confortável Leve,78,90,71,10,4.5,(601),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,10
ADIDAS,Tênis Masculino Duramo Sl adidas,499,99,356,35,5.0,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,11
CATERPILLAR,Tênis Caterpillar Masculino Esportivo Resistente Macio Nl331,259,90,156,,3.3,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,12
,Tênis Masculino Caminhada Academia Esportivo Origina Fxb 515,69,90,66,40,4.5,(279),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,13
SKECHERS,Tênis Masculino Go Run Vast Skechers Novo,349,99,311,99,5.0,(27),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,14
,Tenis Box 200 Bx2325 Masculino Lançamento Liquidação,,,49,,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,15
SCHIARELI,Tênis Caminhada Corrida Academia Promoção 595eva,,,136,91,4.8,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,16
,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,,,81,90,4.8,(119),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,17
,Tênis Masculino Esportivo Caminhada Academia Corrida,78,90,69,90,4.5,(538),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,18
,3 Pares Tênis Esportivo Tenis Masculino Leve E Macio Frete,,,169,90,4.3,(102),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,19
ON RUNNING,Tênis On Running Cloudgo Shale,,,699,90,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,20
ADIDAS,adidas Lite Racer 3.0 Masculino Adultos,,,299,90,4.7,(542),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,21
OLYMP,Tênis Kit 2 Pares  Olymp Lançamento Zoo Meg Top Homem Sport#,,,143,,4.3,(452),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,22
EVOLTENN,Kit 3 Pares Tênis Esportivo Masculino Evoltenn Style Corrida,188,90,179,45,4.4,(1830),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,23
OLYMPIKUS,Tênis Olympikus Neblina Masculino,,,279,90,4.6,(53),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,24
MIZUNO,Mizuno Wave Dynasty 5 Masculino Adultos,479,80,297,47,4.7,(971),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,25
OLYMPIKUS,Tênis Olympikus Vertical Masculino,,,265,90,4.4,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,26
,Tênis Masculino Leve Macio Advanced Running Fit Academia ,,,124,90,4.5,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,27
NEW BALANCE,Tênis Masculino New Balance 997s - Couro Camurça Borracha,,,213,90,3.6,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,28
OLYMPIKUS,Olympikus Marez Masculino Adultos,349,99,237,99,4.9,(147),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,29
EVOLTENN,Tênis Boost Masculino Evoltenn Esporte Casual Colmeia Treino,,,69,90,4.8,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,30
UNDER ARMOUR,Tênis Under Armour Spawn 3 Preto,,,349,90,4.7,(301),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,31
,Tênis Chuky Linha Eco Nylon Espumado Ranclafe Preto/branco,,,159,90,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,32
ADAPTION,Adaption Easy Masculino Adultos,,,41,,4.4,(1092),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,33
SKECHERS,Tênis Skechers Ultra Flex 2.0  Masculino - Cinza,,,349,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,34
MIZUNO,Tênis Mizuno Masculino Beta Lançamento!,369,98,177,59,4.3,(220),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,35
KAPPA,Tênis Kappa Impact Masculino Open Box,,,99,90,4.8,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,36
OLYMPIKUS,Tênis Masculino Index 3 Olympikus,189,99,168,99,4.6,(275),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,37
FILA,Fila KR6 Masculino Adultos,,,317,,4.7,(348),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,38
OLYMPIKUS,Olympikus Corre Trilha Sem gênero Adultos,599,90,443,92,5.0,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,39
BAD FISH,Tênis Adventure Caminhada Academia Trail Trekking Air Mesh,,,199,49,4.7,(169),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,40
OLYMPIKUS,Tenis Olympikus Only 2 Unissex ,,,149,99,4.8,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,41
MIZUNO,Mizuno Victory RSP Masculino Adultos,452,90,335,15,5.0,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,42
LETS,Tenis Para Corrida Masculino Casual Esportivo Academia Lets,,,129,90,4.3,(55),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,43
UNDER ARMOUR,Tênis Corrida Under Armour Unissex Slight 3 Training Preto,,,342,84,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,44
,Kit 2 Tênis Masculino Respiral Conforto Para Seus Pés Brinde,,,105,53,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,45
NEW BALANCE,Tênis Calçados New Balance 997s - Importado Envio Imediato!!,,,199,99,3.8,(25),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,46
WEST,Kit 2 Tenis Masculino Cores Promoção Confortavel Treino Wave,,,164,77,4.2,(39),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,47
SKECHERS,Tênis Caminhada Corrida Skechers Go Run Fast Valor Masculino,429,90,328,70,4.9,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,48
,Sapatilha Neoprene Unissex Secagem Rapida Confortavel Top ,,,53,,4.6,(199),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,49
POLO BLU,Tênis Masculino Botinha Polo Blu Kit Carteira E Relogio !,,,99,90,4.4,(73),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,50
,Tenis Olympikus Dynamic Masculino Esportivo  Original,,,259,99,4.8,(113),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,51
OLYMPIKUS,Tênis Olympikus Dynamic Masculino Original Com Nota Fiscal,,,259,78,4.9,(184),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,52
OLYMPIKUS,Olympikus Caminhada Cygnus Masculino Adultos,,,189,90,4.8,(965),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,53
UNDER ARMOUR,Tênis De Corrida Unissex Under Armour Charged First,299,99,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:16.637740-03:00,4,54
OLDSEN,Tenis Masculino Unissex Botinha Corrida Academia Promoção,78,90,74,95,4.4,(1256),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,1
,Tenis Masculino Feminino Academia Leve Macio Confortável,,,68,99,4.5,(1987),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,2
OLDSEN,Tenis Corrida Casual Insanity Leve Confortável Macio 34-43,78,90,74,95,4.2,(147),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,3
EVER WAY,Tênis Meia Masculino Tricô Elástico Confortável Casual,,,159,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,4
,Tênis Masculino Treino Academia Corrida Caminhada Conforto,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,5
,Tênis Polo Energy Masculino,,,78,97,4.5,(31),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,6
,Tenis Skechers Go Run Elevate 220184-blk Preto,,,312,39,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,7
MARATHON,Tênis Masculino Marathon Max Ok Esportivo Anti Impacto Leve,,,129,90,4.3,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,8
,Tênis Masculino Prospect Ultra Leve Macio Esportivo Academia,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,9
RAYCONN,Tenis 4 Molas Masculino Corrida Caminhada Running Original,186,95,164,51,4.3,(77),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,10
DUBBELE,Tenis Masculino Academia Corrida Wave Force Promoção Barato,,,75,99,4.2,(510),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,11
OLYMPIKUS,Tênis Esportivo Masculino E Feminino Proof 3 Olympikus,199,99,176,99,4.8,(274),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,12
,Tênis Esportivo Masculino Leve Confortável Academia Corrida,,,79,90,4.8,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,13
GALAXY,Tênis Masculino Caminhada Academia Leve Promoção Kit 3 Pares,,,176,90,4.4,(154),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,14
,Tênis Meia Masculino E Feminino Sem Cadarço Confortável,,,62,90,4.7,(223),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,15
UZZE,Tênis Meia Masculino Feminino Slip On Academia + Relógio,,,52,99,4.6,(38),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,16
ADEX,Tênis Futsal Capoeira Corrida Vôlei Casual Solado Borracha,78,99,75,04,4.5,(62),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,17
ULTRABONE,Tênis Unissex Academia Leve Macio Basico Caminhada Fitness ,,,63,99,4.3,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,18
,Tenis Hibrido Sapatilha Aquatica Neoprene Confortável Top,,,54,,4.7,(50),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,19
,Kit Tênis Esportivo It Shoes Masculino + Relógio Digital,554,90,111,,4.4,(457),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,20
OLYMPIKUS,Olympikus Ultraleve Masculino Adultos,249,90,179,55,4.6,(1380),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,21
SAPATOFRAN,Tênis Sapatênis Esportivo Para Academia X-try Original Leve,,,77,26,4.1,(363),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,22
STARFLEX,Tênis Com Amortecedor Masculino Corrida Academia Flex Molas,,,134,90,4.6,(69),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,23
NEW BALANCE,New Balance Fresh Foam Arishi V4 Masculino Adultos,,,499,99,4.6,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,24
,Tênis Masculino Tn 01 Plus Lançamento Envio Ja Oferta,,,118,86,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,25
FACEOFF,Tênis Masculino Esporte Fino Kit Carteira + Relogio Brinde,,,104,90,4.4,(136),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,26
,Tênis Masculino Academia Caminhada Fxb Lançamento Corrida,,,69,90,4.4,(559),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,27
,Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ,,,52,,4.6,(536),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,28
,Tênis New Balance 997s Original Cores Lançamento Exclusivos!,,,209,99,4.1,(54),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,29
,Kit 3 Pares Tênis De Caminhada Tenis Masculino Super Leve,,,169,90,4.1,(110),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,30
OLYMPIKUS,Tênis Masculino Olympikus Corrida Macio Wellness Original,229,99,218,49,4.9,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,31
LYND,Tênis Lynd Academia Corrida Treino Gravit Flux 2,,,229,90,4.9,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,32
OLYMPIKUS,Olympikus CORRIDA Voa 2 Masculino Adultos,,,249,90,4.8,(529),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,33
FILA,Fila Activewear Transition Masculino Adultos F01R00083,329,90,224,92,4.5,(50),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,34
RABUTSS,Tênis Jogger Masculino Casual Esportivo Academia Dia A Dia,,,89,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,35
OLYMPIKUS,Tênis Olympikus Wellness 2 Preto Unissex,250,,225,,4.6,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,36
DK SHOES,Tenis Masculino Dk Skatista Original Street Casual Skate,,,49,90,4.9,(30),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,37
DM DAMANDO,Kit 2 Pares Tênis De Academia Treino Original Lançamento Dm,,,149,90,4.5,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,38
EVOLTENN,Kit 3 Tênis Desportivo Solado Trançado Macio Envio Imadiato,189,90,180,40,4.4,(116),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,39
MIZUNO,Mizuno Wave Falcon 4 Masculino Adultos,381,66,240,44,4.8,(187),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,40
FILA,Tenis Fila Masculino Promoção ,,,289,90,4.6,(66),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,41
ON RUNNING,Tênis On Running Cloudmonster 2 Masculino Bege Lançamento,,,1.149,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,42
ZEUZ,Tênis Esportio Masculino Caminhada Academia Confortável Leve,,,65,35,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-13 08:35:20.377625-03:00,5,43
