marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
SAPATOFRAN,Tênis Sapatênis Esportivo Para Academia X-try Original Leve,,,77,26,4.1,(363),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,31
,Tênis Masculino Tn 01 Plus Lançamento Envio Ja Oferta,,,118,86,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,32
SCHIARELI,Tênis Caminhada Corrida Academia Promoção 595eva,,,136,91,4.8,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,33
FACEOFF,Tênis Masculino Esporte Fino Kit Carteira + Relogio Brinde,,,104,90,4.4,(136),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,34
ULTRABONE,Tênis Unissex Academia Leve Macio Basico Caminhada Fitness ,,,63,99,4.3,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,35
FILA,Tenis Fila Masculino Promoção ,,,289,90,4.6,(66),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,36
STARFLEX,Tênis Com Amortecedor Masculino Corrida Academia Flex Molas,,,134,90,4.6,(69),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,37
ZEUZ,Tênis Esportio Masculino Caminhada Academia Confortável Leve,,,65,35,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,38
ACTVITTA,Tenis Corrida Actvitta Profissional Performance 4931.102,,,182,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,39
OLYMPIKUS,Tênis Olympikus Wellness 2 Preto Unissex,250,,225,,4.6,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,40
OLYMPIKUS,Olympikus Challenger 4 Masculino Adultos,,,261,,4.7,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,41
,Tênis New Balance 997s Original Cores Lançamento Exclusivos!,,,209,99,4.1,(54),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,42
,Tenis Sapatilha Neoprene Bike Pesca Unissex Top Promoção ,,,52,,4.6,(536),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,43
EVOLTENN,Kit 3 Tênis Desportivo Solado Trançado Macio Envio Imadiato,189,90,180,40,4.4,(114),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,44
OLYMPIKUS,Tênis Masculino Olympikus Corrida Macio Wellness Original,229,99,218,49,4.9,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,45
REEBOK,Tênis Reebok Nfx Trainer Masculino,,,499,90,4.8,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,46
ACTVITTA,Tenis Masculino Actvitta Beira Rio Esportivo 4914.203,,,99,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,47
LYND,Tênis Lynd Academia Corrida Treino Gravit Flux 2,,,229,90,4.9,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,48
,Kit 2 Tênis Masculino Respiral Conforto Para Seus Pés Brinde,,,105,53,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,49
MIZUNO,Mizuno Wave Endeavor Masculino Adultos,,,472,49,4.7,(163),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,50
PHILIPP PLEIN,Tênis Masculino Philipp Plein Dream Big 78%-nitrogen  ,,,299,99,4.1,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,51
,Sapatênis Ranster Masculino Couro Legítimo Azul Confort,,,209,90,4.8,(19),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,52
OLYMPIKUS,Tênis Olympikus Voa 2 Verde Limão,,,273,85,4.7,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,53
ADRUN,Tênis Esportivo Masculino Adrun Power Fly 10104m Marinho,,,189,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:36.283908-03:00,5,54
,Kit Combo 2 Tenis Masculino Academia Caminhada Corrida Cesr,,,134,60,4.6,(533),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,1
PLAZA,Kit 4 Pares Tênis Masculino Casual Academia Caminhada Atacad,,,289,90,4.3,(442),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,2
VILI,Tênis Masculino Academia Caminhada Vili Barato Leve Corrida,,,109,49,4.5,(2518),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,3
,Kit Tênis 2 Pares Masculino Super Confortável Leve Academia,,,129,90,4.4,(51),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,4
,Kit 2 Tênis Masculino Prospect Ultra Varias Cores Leve Macio,,,139,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,5
,Tenis Esportivo Masculino Olympikus Urano Corrida,,,199,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,6
,Tênis Masculino Esportivo Academia Corrida Confortável,,,54,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,7
OLDSEN,Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,,,49,90,4.7,(68),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,8
FILA,Fila Classic Runner Masculino Adultos,,,259,90,4.7,(441),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,9
CATERPILLAR,Tênis Caterpillar Masculino Esportivo Resistente Macio Nl331,259,90,156,,3.4,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,10
RAYCONN,Tenis 4 Molas Masculino Corrida Caminhada Running Original,186,95,164,51,4.3,(77),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,11
,Tenis Para Caminhada Academia Corrida Treino - Leve E Macio,,,67,90,4.5,(434),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,12
VIA LIVRE,Tênis Masculino Macio Advanced Run Academia Corrida Vialivre,,,129,80,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,13
ADAPTION,Tênis Para Homem Easy Cor Preto - Adulto Masculino Caminhada,,,78,33,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,14
MIZUNO,Tenis Mizuno Cool Ride Preto ,,,245,,4.6,(11),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,15
TAYGRA,Tênis Taygra Conforto Original + Brinde Unissex Várias Cores,,,179,90,4.8,(106),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,16
HOKA,Tênis Hoka Clifton 9 Masculino Original,,,1.299,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,17
FILA,Fila Activewear Transition Masculino Adultos F01R00083,329,90,224,92,4.6,(49),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,18
OLYMPIKUS,Tênis Masculino Olympikus De Caminha Corrida Marte,,,199,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,19
DK SHOES,Tenis Masculino Dk Skatista Original Street Casual Skate,,,49,90,4.9,(30),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,20
ASICS,Tênis Asics Masculino Gel Raiden Corrida Original Academia,,,269,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,21
SKECHERS,Skechers GORun Fast Masculino Adultos,333,22,299,70,4.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,22
MIZUNO,Mizuno Wave Way 3 Masculino Adultos,399,99,360,,4.7,(295),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,23
DM DAMANDO,Kit 4 Pares Tênis Masculino Confortável Academia Crossfit ,,,239,90,4.5,(14),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,24
ON RUNNING,Tênis On Running Cloud X 2.0,,,599,90,4.8,(57),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,25
,Tênis Esportivo Masculino Meia Academia Treino Confortável,,,79,90,4.5,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,26
UNDER ARMOUR,Tênis De Corrida Under Armour Charged Starlight,,,199,99,4.6,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,27
OLYMPIKUS,Tênis Olympikus Subverse Vermelho Unissex Original 34/44,,,349,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,28
OLYMPIKUS,Tênis Masculino Olympikus Para Caminhada Urano 2,,,229,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,29
NEW BALANCE,Tênis Clássico New Balance 997s Sport Têxtil Importado ,,,219,99,4.7,(53),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,30
OLDSEN,Kit 2 Tenis Masculino Academia Botinha Casual Conforto Moda,,,159,90,4.0,(21),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,31
PLAZA,Tênis Masculino Plaza Neo Academia Caminhada Promoção Casual,,,62,90,4.3,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,32
OLYMPIKUS,Olympikus Proof 2 Masculino Adultos,,,164,,4.8,(85),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,33
,Tênis Masculino Barato Caminhada Super Leve Academia Top,,,59,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,34
OLYMPIKUS,Tênis Masculino Olympikus Clic Esportivo Calce Fácil,,,239,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,35
ASCENSION,Tenis Masculino Leve Confortavel  Para Treino + Relógio ,,,109,90,4.8,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,36
ADAPTION,Kit 2 Pares Tenis + Relogio Brinde Academia Caminhada Leve,,,129,90,4.5,(91),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,37
OLYMPIKUS,Tênis Olympikus Dynamic Marinho Original,,,229,90,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,38
DM DAMANDO,Tenis Masculino Para Sport Treino Academia Ultra Leve ,,,84,90,4.7,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,39
,Tênis Masculino Para Correr Treinar + Relógio,,,78,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,40
ACTVITTA,Tênis Actvitta Masculino Esporte Slip-on Confort ,,,129,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,41
OLYMPIKUS,Tênis Olympikus Ultraleve 237g Masculino,,,249,90,5.0,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,42
NEW BALANCE,New Balance 574 V2 Masculino Adultos,599,90,443,92,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,43
OLDSEN,Kit 2 Tênis Masculino Casual Oldsen Jaguar Frete Gratis Novo,159,90,143,91,4.4,(318),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,44
UNDER ARMOUR,Tênis Under Armour Pacer Verde,,,332,85,5.0,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,45
,Tênis Masculino Advanced Run Caminhada Academia Corrida Leve,,,117,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,46
WEST,Tênis Kit 2 Pares Mizwest 20 Promoção Masculino Garantia !!1,,,160,70,4.1,(401),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,47
DM DAMANDO,Tênis Masculino Esporte/passeio Ultraleve Conforto + Relógio,78,90,74,95,4.2,(183),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,48
BURCOLLI,Tênis Sapatilha Masculina E Feminina Trilha Aquática Pesca,59,90,56,90,4.6,(515),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,49
,Tenis Masculino Kit Olimp 02 Pares Academia Entrega Rapida,,,144,90,4.4,(779),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,50
HOST,Tenis Host Com Laterais Estilizadas - H50020,,,65,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,51
,Tênis Esportivo Caminhada Academia Corrida Leve Confortável ,,,72,90,4.6,(9),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,52
REKOBA,Tênis Rekoba Ohio,,,179,90,4.7,(19),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,53
,Tênis Masculino Hot Sol Numero Especial 38 Ao 48 Para Treino,,,119,90,4.8,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:40.382751-03:00,6,54
DUBBELE,Tenis Masculino Academia Corrida Wave Force Promoção Barato,,,75,99,4.3,(508),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,1
,Tenis Esporte Academia Corrida Caminhada Confortável Leve,78,90,71,10,4.5,(601),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,2
,Tênis Yezy 350 Masculino- Promoção,,,299,90,4.7,(12),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,3
,Tênis Masculino Hot Sol Numero Especial 38 Ao 48 Para Treino,,,119,90,4.8,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,4
ADRUN,Tênis Esportivo Masculino Adrun Walk 8306m,140,91,126,90,4.7,(33),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,5
SAPATOFRAN,Kit Tênis Academia Sapatênis Chinela Relógio Carteira,,,129,80,4.3,(279),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,6
,Tenis Masculino Barato Oadsey Easy,,,59,90,4.4,(20),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,7
LETS,Tenis Masculino Casual Academia Caminhada Conforto Let's ,,,114,89,4.4,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,8
,Tenis Meia Unissex De Grife Luxo Promoçao ,,,149,99,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,9
REEBOK,Tênis Masculino Royal Complete Sport Reebok *oferta*,329,99,241,99,4.9,(48),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,10
OLDSEN,Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,,,78,97,4.4,(3015),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,11
DIX,Tênis Para Academia Masculino Malhar Corrida Promoção,,,69,90,4.5,(2416),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,12
ASICS,Tênis Asics Gel-nimbus 26 - Masculino,,,1.199,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,13
POLO JOY,Tenis Masculino Sapatenis Polo Joy Confortavel Casual Café,139,99,109,25,4.8,(24),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,14
,Sapatilha Hibrida Nautica Pesca Esportiva Corrida Pedal,,,43,50,4.7,(76),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,15
,Kit 2 Tenis Casual  Com Camurça Skate Meia De Brinde,,,139,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,16
HOKA,Tenis Hoka Rincon 3 Preto Branco Masculino,,,999,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,17
,Tênis Masculino Esportivo Meia Academia Treino Confortável,,,89,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,18
GP,Tenis Corrida Msculino Combo Sapato + Relogio + Carteira Gp,,,94,90,4.6,(17),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,19
,Tênis Masculino Para Academia Fxb Lançamento Corrida Sport,,,87,90,4.5,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,20
EVER WAY,Tênis Confortável Fitness Academia+fone S/fio Bluetooth,,,159,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,21
OLYMPIKUS,Olympikus Eros Sem gênero Adultos,,,175,,4.7,(193),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,22
EVOLTENN,Kit 2 Tênis Masculino Academia Crossfit Corrida Barato ,159,90,125,99,4.5,(752),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,23
OLDSEN,Kit 2 Tenis Masculino Unissex Botinha Casual Academia Urbano,,,159,90,4.6,(41),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,24
MIZUNO,Mizuno Wave Stratos Masculino Adultos,789,90,584,52,5.0,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,25
,Conjunto Moletom Masculino Pijama Blusa Tenis Masculino,,,159,90,4.3,(32),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,26
VIA LIVRE,Tênis Masculino Ultra Leve Advanced Pro Run Academia Vl060,,,134,90,3.7,(3),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,27
,Tênis Olympikus Proof 3 Masculino Original Esportivo N* 48,,,199,99,4.9,(124),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,28
,Kit 2 Pares Tênis Para Treino Academia Corrida Tryd 5400,,,129,99,4.5,(81),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,29
,Tenis Hibrido Top Sapatilha Pra Agua Confortavel Oferta Top ,,,53,,4.5,(76),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,30
FILA,Tênis Fila Recovery Masculino Preto Academia,,,309,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,31
FILA,Tenis Fila Efecto Masculino-preto/grafite/prata,,,238,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,32
,Tênis Performance Tryd Ultimate Sprint 1 - Corrida E Fitness,169,99,125,79,4.5,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,33
EVERLAST,Tenis Everlast Versa Masculino Azul Marinho Sema 179a,,,146,04,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,34
ASC,Tênis Masculino Esportivo Academia Leve Original Promoção,,,144,90,4.3,(95),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,35
MIZUNO,Tênis Mizuno Masculino Beta Lançamento!,369,98,177,59,4.3,(212),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,36
DM DAMANDO,Tênis Masculino Academia Treino Crossfit Sola Transada Macia,,,72,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,37
VENETTO,Tênis Academia Corrida Venetto Runner Sport Casual Original,,,99,49,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,38
OLYMPIKUS,Olympikus Cyber 3 Masculino Adultos,,,199,99,4.7,(44),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,39
UMBRO,Tênis Masculino Umbro Trainer Black Original,,,289,90,5.0,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,40
OLYMPIKUS,Tênis Olympikus Dynamic Marinho Pronta Entrega,,,229,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,41
PUMA,Puma Viz-Tech Viz Runner V2 BDP Masculino Adultos,366,56,317,07,4.7,(141),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,42
,Lançamento Tênis Chunky Snekeaer Couro Cano Medio ,,,189,90,4.8,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,43
ADAPTION,Tenis Masculino Academia Caminhada Corrida Adaption Extreme,,,59,90,4.0,(22),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,44
NEW STYLE,Kit 2 Tenis Masculino Sport De Caminhar Confortavel +brindes,,,109,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,45
OLYMPIKUS,Tênis Olympikus Reverso 2 Masculino Corrida - Caminhada,,,378,,5.0,(18),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,46
PLAZA,Kit 2 Pares De Tênis Super Leve Plaza Neo Esportivo +relógio,,,149,90,4.2,(420),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,47
MIZUNO,Tênis Mizuno Wave Vitality 4 Masculino,,,379,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,48
UNDER ARMOUR,Tênis Under Armour Pacer Azul,,,333,85,4.7,(6),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,49
,Tênis Chuky Linha Eco 02 Nylon Espumado Ranclafe,,,159,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:44.117534-03:00,7,50
